Collar_id,NST_Timeset,Interval,NST_date,NST Time,Latitude,Longitude,Step_length,movement
Kano: 6225,04/28/2024 02:30,3.014166667,04/28/2024,02:30:58,25.824,77.143873,964.7233154,320.0630297
Kano: 6225,04/28/2024 05:30,2.998055555,04/28/2024,05:30:51,25.832523,77.145675,1099.92172,366.8783648
Kano: 6225,04/28/2024 23:57,18.43666667,04/28/2024,23:57:03,25.828232,77.155577,44.63009229,2.420724586
Kano: 6225,04/29/2024 02:30,2.565277778,04/29/2024,02:30:58,25.82856,77.15532,575.2872579,224.2592451
Kano: 6225,04/29/2024 05:30,2.998333333,04/29/2024,05:30:52,25.829305,77.161008,1324.836613,441.8576809
Kano: 6225,04/29/2024 20:39,15.13611111,04/29/2024,20:39:02,25.818678,77.166993,2210.707145,146.055161
Kano: 6225,04/29/2024 23:30,2.860555555,04/29/2024,23:30:40,25.836305,77.156777,2930.062866,1024.298535
Kano: 6225,04/30/2024 02:30,2.998333333,04/30/2024,02:30:34,25.815967,77.138163,3705.068561,1235.709359
Kano: 6225,04/30/2024 05:30,3.004444444,04/30/2024,05:30:50,25.835845,77.167872,1264.80642,420.9784683
Kano: 6225,04/30/2024 08:30,2.994444444,04/30/2024,08:30:30,25.824497,77.168737,659.0459671,220.0895623
Kano: 6225,04/30/2024 20:30,11.99222222,04/30/2024,20:30:02,25.822135,77.162698,1653.165563,137.8531462
Kano: 6225,05-01-2024 02:30,6.011944444,05-01-2024,02:30:45,25.81194,77.150677,2095.748293,348.597415
Kano: 6225,05-01-2024 05:30,2.998055555,05-01-2024,05:30:38,25.827993,77.161648,1743.862943,581.6646526
Kano: 6225,05-01-2024 20:37,15.11333333,05-01-2024,20:37:26,25.8218,77.177655,2667.400099,176.4931693
Kano: 6225,05-02-2024 02:30,5.886111111,05-02-2024,02:30:36,25.841945,77.163185,1558.696991,264.8093048
Kano: 6225,05-02-2024 05:30,2.995555556,05-02-2024,05:30:20,25.827983,77.161798,634.4520212,211.7977816
Kano: 6225,05-02-2024 08:30,2.995,05-02-2024,08:30:02,25.826243,77.167835,1111.328633,371.0613131
Kano: 6225,05-02-2024 20:30,12.00805556,05-02-2024,20:30:31,25.8188,77.175245,3444.942322,286.8859413
Kano: 6225,05-02-2024 23:30,3.000277778,05-02-2024,23:30:32,25.822632,77.141092,1810.612923,603.4817631
Kano: 6225,05-03-2024 02:30,3.006666667,05-03-2024,02:30:56,25.828452,77.157987,374.0799503,124.4168349
Kano: 6225,05-03-2024 05:30,2.992777778,05-03-2024,05:30:30,25.829778,77.154552,4254.33193,1421.532852
Kano: 6225,05-04-2024 03:08,21.63,05-04-2024,03:08:18,25.794483,77.138147,4620.105743,213.5971217
Kano: 6225,05-04-2024 18:37,15.49222222,05-04-2024,18:37:50,25.824918,77.169567,18.04295227,1.164645847
Kano: 6225,05-04-2024 18:57,0.328611111,05-04-2024,18:57:33,25.824828,77.169717,873.9456747,2659.513465
Kano: 6225,05-04-2024 22:01,3.059722222,05-04-2024,22:01:08,25.82821,77.161835,324.9761717,106.2110048
Kano: 6225,05-05-2024 01:30,3.484166667,05-05-2024,01:30:11,25.825322,77.161337,1302.221743,373.7541479
Kano: 6225,05-05-2024 04:30,3.013333333,05-05-2024,04:30:59,25.823928,77.174255,2624.592633,870.9931303
Kano: 6225,05-05-2024 19:36,15.0975,05-05-2024,19:36:50,25.831262,77.14933,196.0642148,12.98653518
Kano: 6225,05-05-2024 22:30,2.886666667,05-05-2024,22:30:02,25.830782,77.151215,1927.693601,667.7922404
Kano: 6225,05-06-2024 01:30,3.000555556,05-06-2024,01:30:04,25.831118,77.170472,846.6973579,282.180197
Kano: 6225,05-06-2024 04:30,3.013333333,05-06-2024,04:30:52,25.826912,77.16342,1774.584104,588.9106538
Kano: 6225,05-06-2024 19:38,15.12611111,05-06-2024,19:38:26,25.815145,77.175397,3815.179533,252.224746
Kano: 6225,05-06-2024 22:30,2.860555556,05-06-2024,22:30:04,25.831637,77.141972,5424.281328,1896.233519
Kano: 6225,05-07-2024 01:30,3.013888889,05-07-2024,01:30:54,25.78545,77.124535,6269.689195,2080.265539
Kano: 6225,05-07-2024 19:30,17.99361111,05-07-2024,19:30:31,25.819832,77.174173,1539.689964,85.56870292
Kano: 6225,05-07-2024 22:30,3.000277778,05-07-2024,22:30:32,25.828068,77.161807,1156.250541,385.3811635
Kano: 6225,05-08-2024 01:30,3,05-08-2024,01:30:32,25.838445,77.162548,691.2977134,230.4325711
Kano: 6225,05-08-2024 04:30,2.991388889,05-08-2024,04:30:01,25.83573,77.168762,1197.420447,400.2891269
Kano: 6225,05-08-2024 07:30,3.013611111,05-08-2024,07:30:50,25.824977,77.169407,882.7145171,292.9092324
Kano: 6225,05-08-2024 19:36,12.10166667,05-08-2024,19:36:56,25.818993,77.175202,1644.082061,135.8558376
Kano: 6225,05-08-2024 22:30,2.896944444,05-08-2024,22:30:45,25.832883,77.169572,946.6864525,326.7879211
Kano: 6225,05-09-2024 01:30,2.990277778,05-09-2024,01:30:10,25.828092,77.161753,15.72519463,5.258773866
Kano: 6225,05-09-2024 04:30,3.005833333,05-09-2024,04:30:31,25.828198,77.161857,428.4841968,142.5508833
Kano: 6225,05-09-2024 19:30,14.99861111,05-09-2024,19:30:26,25.824465,77.160795,1206.472087,80.43892054
Kano: 6225,05-09-2024 22:30,3.004722222,05-09-2024,22:30:43,25.820263,77.149682,1344.562779,447.4832213
Kano: 6225,05-10-2024 01:30,2.988611111,05-10-2024,01:30:02,25.819673,77.136265,1494.996456,500.2311777
Kano: 6225,05-10-2024 04:30,3.008055556,05-10-2024,04:30:31,25.820187,77.15119,1847.156736,614.0700202
Kano: 6225,05-10-2024 19:36,15.10583333,05-10-2024,19:36:52,25.824818,77.168913,1877.009812,124.2572833
Kano: 6225,05-10-2024 22:30,2.8975,05-10-2024,22:30:43,25.82034,77.150832,1331.54067,459.5481173
Kano: 6225,05-11-2024 01:30,2.995277778,05-11-2024,01:30:26,25.80841,77.151982,3295.843765,1100.346615
Kano: 6225,05-11-2024 04:30,2.993333333,05-11-2024,04:30:02,25.837913,77.148817,1997.729687,667.3929911
Kano: 6225,05-11-2024 07:30,3.015,05-11-2024,07:30:56,25.827325,77.164943,1389.870384,460.9852019
Kano: 6225,05-11-2024 20:00,12.48777778,05-11-2024,20:00:12,25.818402,77.174667,2541.050797,203.4830249
Kano: 6225,05-11-2024 23:30,3.503888889,05-11-2024,23:30:26,25.808475,77.151802,2392.391211,682.7816996
Kano: 6225,05-12-2024 05:30,5.993888889,05-12-2024,05:30:04,25.828005,77.16183,1504.263011,250.9661155
